ID,VMSID,PrimaryLocation,PrimaryDirection,SecondaryLocation,City,County,AIMSID,AIMSLocationName,Region,Milepost,Latitude,Longitude,IPAddress,VMSLabel,Make,Model,LifeSpanYrs,Availability,Repairability,DateInstalled,EndOfLife,EquipmentNumber,StationID,StationName,ModemPhoneNumber,HasRadar,ITSID
177,100165,I-80,EB,Milepost 134.52,NA,SL,16431,"I-80 EB @ Milepost 134.52, SL",R2,134.52, 40.748119°,-111.699469°,10.202.10.24:2104,"I-80 EB @ Milepost 134.52, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
178,100166,I-80,WB,Milepost 135.4,NA,SL,6432,"I-80 WB @ Milepost 135.4, SL",R2,135.4, 40.743628°,-111.685069°,10.202.10.48:2104,"I-80 WB @ Milepost 135.4, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
179,100167,I-80,EB,Milepost 136.6,NA,SL,6433,"I-80 EB @ Milepost 136.6, SL",R2,136.6, 40.740894°,-111.664167°,10.202.10.72:2104,"I-80 EB @ Milepost 136.6, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
180,100168,I-80,WB,Milepost 136.93,NA,SL,16434,"I-80 WB @ Milepost 136.93, SL",R2,136.93, 40.743617°,-111.659144°,10.202.10.84:2104,"I-80 WB @ Milepost 136.93, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
181,100169,I-80,WB,Milepost 138.6,NA,SL,6435,"I-80 WB @ Milepost 138.6, SL",R2,138.6, 40.751822°,-111.629847°,10.202.21.164:2104,"I-80 WB @ Milepost 138.6, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
182,100170,I-80,EB,Milepost 139.38,NA,SU,6436,"I-80 EB @ Milepost 139.38, SU",R2,139.38, 40.753003°,-111.615853°,10.213.6.212:2104,"I-80 EB @ Milepost 139.38, SU",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
183,100171,I-80,EB,Milepost 140.37,NA,SU,6437,"I-80 EB @ Milepost 140.37, SU",R2,140.37, 40.750922°,-111.597728°,10.202.21.176:2104,"I-80 EB @ Milepost 140.37, SU",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
184,100172,I-80,WB,Milepost 141.04,NA,SU,6438,"I-80 WB @ Milepost 141.04, SU",R2,141.04, 40.755811°,-111.586692°,10.202.21.188:2104,"I-80 WB @ Milepost 141.04, SU",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
185,100173,I-80,EB,Mountain Dell / MP 134.75,NA,SL,6439,"I-80 EB @ Mountain Dell / MP 134.75, SL",R2,134.75, 40.745986°,-111.696056°,10.202.18.166:5000,"I-80 EB @ Mountain Dell / MP 134.75, SL",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
186,100176,I-70,EB,Fish Creek / MP 10.81,NA,SE,6440,"I-70 EB @ Fish Creek / MP 10.81, SE",R4,10.81,38.566418,-112.442721,10.252.8.14,"I-70 EB @ Fish Creek / MP 10.81, SE",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,4465,Sevier,NA,FALSE,NA
187,100177,I-70,WB,Fish Creek / MP 12.05,NA,SE,6441,"I-70 WB @ Fish Creek / MP 12.05, SE",R4,12.05,38.556964,-112.424795,10.252.8.142,"I-70 WB @ Fish Creek / MP 12.05, SE",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,4465,Sevier,NA,FALSE,NA
188,100179,SR-276 / N of Halls Crossing,SB,SR-95 / MP .08,NA,GA,16442,"SR-276 / N of Halls Crossing SB @ SR-95 / MP .08, GA",R4,0.08, 38.024276°,-110.571421°,10.158.6.14:5102,"SR-276 / N of Halls Crossing SB @ SR-95 / MP .08, GA",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
189,100180,SR-276 / S of Halls Crossing,WB,SR-95 / MP 89.48,NA,SJ,16443,"SR-276 / S of Halls Crossing WB @ SR-95 / MP 89.48, SJ",R4,89.48, 37.559350°,-110.023145°,10.158.6.78:5102,"SR-276 / S of Halls Crossing WB @ SR-95 / MP 89.48, SJ",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
190,100178,I-15,SB,2000 N / MP 61.27,CDC,RN,16447,"I-15 SB @ 2000 N / MP 61.27, CDC",R4,61.27, 37.713513°,-113.066873°,166.241.154.122:161,"I-15 SB @ 2000 N / MP 61.27, CDC",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
191,100181,I-15,NB,Milepost 90.05,NA,RN,16448,"I-15 NB @ Milepost 90.05, RN",R4,90.05, 38.013197°,-112.719899°,166.154.213.151:161,"I-15 NB @ Milepost 90.05, RN",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
192,100182,Canyon Rd / SR-143,SB,Parowan / MP 3.94,PWN,RN,6478,"Canyon Rd / SR-143 SB @ Parowan / MP 3.94, PWN",R4,3.94, 37.829725°,-112.814967°,166.241.153.252:5000,"Canyon Rd / SR-143 SB @ Parowan / MP 3.94, PWN",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
193,100183,SR-153,EB,Beaver / MP 2.79,NA,BV,6479,"SR-153 EB @ Beaver / MP 2.79, BV",R4,2.79, 38.281923°,-112.593832°,166.241.153.253:5000,"SR-153 EB @ Beaver / MP 2.79, BV",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
194,100184,SR-95,SB,Hanksville / MP 0.37,HKV,WE,6480,"SR-95 SB @ Hanksville / MP 0.37, HKV",R4,0.37, 38.369190°,-110.702677°,166.140.120.137:5000,"SR-95 SB @ Hanksville / MP 0.37, HKV",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
195,100185,SR-95,WB,Blanding / Shirttail Jct / MP 121.12,NA,SJ,6481,"SR-95 WB @ Blanding / Shirttail Jct / MP 121.12, SJ",R4,121.12, 37.573672°,-109.491209°,166.140.120.139:5000,"SR-95 WB @ Blanding / Shirttail Jct / MP 121.12, SJ",NA,NA,NA,FALSE,FALSE,3/1/2014,NA,NA,NA,NA,NA,FALSE,NA
196,100186,US-89/91 / 1100 S,WB,Michelle Dr / MP 2.26,BRC,BE,20070,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC",R1,2.26, 41.486630°,-112.010575°,10.250.7.79:161,"US-89/91 / 1100 S WB @ Michelle Dr / MP 2.26, BRC",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA
197,100187,I-70,WB,Crescent Jct / MP 180.85,NA,GR,6532,"I-70 WB @ Crescent Jct / MP 180.85, GR",R4,180.85, 38.936647°,-109.839889°,10.252.5.205:161,"I-70 WB @ Crescent Jct / MP 180.85, GR",NA,NA,NA,FALSE,FALSE,8/1/2014,NA,NA,NA,NA,NA,FALSE,NA
198,100188,I-70,EB,Sage Flat Rd / MP 54.4,SLA,SE,6533,"I-70 EB @ Sage Flat Rd / MP 54.4, SLA",R4,54.4, 38.912881°,-111.886847°,10.252.5.142:161,"I-70 EB @ Sage Flat Rd / MP 54.4, SLA",NA,NA,NA,FALSE,FALSE,8/1/2014,NA,NA,NA,NA,NA,FALSE,NA
199,100189,I-15,NB,100 E / 950 N / MP 280.86,LHI,UT,6556,"I-15 NB @ 100 E / 950 N / MP 280.86, LHI",R3,280.86, 40.400090,-111.847815,10.212.12.74:161,"I-15 SB @ 100 E / 950 N / MP 280.86, LHI",NA,NA,NA,FALSE,FALSE,10/1/2014,NA,NA,NA,NA,NA,FALSE,NA
200,100191,US-40,WB,Milepost 2.16,NA,SU,5813,"US-40 WB @ Milepost 2.16, SU",R2,2.16, 40.707084,-111.478445,10.252.201.14:502,"US-40 WB @ Milepost 2.16, SU (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
201,100192,I-80 / Parleys Canyon,EB,Chain Up Area East / MP 129.5,NA,SL,15086,"I-80 / Parleys Canyon EB @ Chain Up Area East / MP 129.5, SL",R2,129.5, 40.720452,-111.777474,10.202.20.142:502,"I-80 / Parleys Canyon EB @ Chain Up Area East / MP 129.5, SL (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
202,100194,I-80,WB,Echo Canyon / MP 168.31,NA,SU,6558,"I-80 WB @ Echo Canyon / MP 168.31, SU",R2,168.31, 40.979593,-111.424075,10.252.201.142:502,"I-80 WB @ Echo Canyon / MP 168.31, SU (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
203,100195,I-80,WB,Silvercreek Jct / US-40 / MP 147.5,NA,SU,10414,"I-80 WB @ Silvercreek Jct / US-40 / MP 147.5, SU",R2,147.5, 40.736450,-111.487578,10.213.7.168:502,"I-80 WB @ Silvercreek Jct / US-40 / MP 147.5, SU (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
204,100196,I-80 / Parleys Canyon,EB,Milepost 129.03,NA,SL,6559,"I-80 / Parleys Canyon EB @ Milepost 129.03, SL",R2,129.03, 40.715924,-111.784007,10.202.7.238:502,"I-80 / Parleys Canyon EB @ Milepost 129.03, SL (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
205,100197,I-80,WB,Jeremy Ranch / MP 143,NA,SU,5789,"I-80 WB @ Jeremy Ranch / MP 143, SU",R2,143, 40.740055,-111.558081,10.213.7.168:502,"I-80 WB @ Jeremy Ranch / MP 143, SU (Chain-Up)",NA,NA,NA,FALSE,FALSE,1/1/2015,NA,NA,NA,NA,NA,FALSE,NA
206,100198,Little Cottonwood Rd / SR-210,SB,Wasatch Blvd / 8900 S,CWH,SL,7827,"Little Cottonwood Rd / SR-210 @ Wasatch Blvd / 8900 S, CWH",R2,2.22, 40.588757,-111.793375,10.201.12.50:502,"Little Cottonwood Rd / SR-210 SB @ Wasatch Blvd / 8900 S, CWH (Chain-Up)",NA,NA,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
207,100199,Little Cottonwood Canyon Rd / SR-210,EB,Little Cottonwood Rd / SR-209,NA,SL,15390,"Little Cottonwood Canyon Rd / SR-210 @ Little Cottonwood Rd / SR-209, SL",R2,3.87, 40.572435,-111.776237,10.201.12.143:502,"Little Cottonwood Canyon Rd / SR-210 EB @ Little Cottonwood Rd / SR-209, SL (Chain-Up)",NA,NA,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
208,100200,I-15,NB,Beaver / MP 106,NA,BV,6672,"I-15 NB @ Beaver / MP 106, BV",R4,105.97, 38.209102,-112.646616,10.136.6.14:5102,"I-15 NB @ Beaver / MP 106, BV",Wanco,NTCIP,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
209,100202,Little Cottonwood Canyon Rd / SR-210,WB,Snowbird Entry 1 / MP 10.06,NA,SL,6673,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 1 / MP 10.06, SL",R2,10.06, 40.578520,-111.668059,10.201.16.26:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 1 / MP 10.06, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
210,100203,Little Cottonwood Canyon Rd / SR-210,WB,Snowbird Entry 2 / MP 10.38,NA,SL,6674,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 2 / MP 10.38, SL",R2,10.38, 40.580260,-111.662893,10.201.16.38:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 2 / MP 10.38, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
211,100204,Little Cottonwood Canyon Rd / SR-210,WB,Snowbird Entry 4 / Alta Bypass Rd / MP 10.88,NA,SL,6675,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 4 / Alta Bypass Rd / MP 10.88, SL",R2,10.88, 40.583786,-111.654339,10.201.16.50:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Snowbird Entry 4 / Alta Bypass Rd / MP 10.88, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
212,100205,Little Cottonwood Canyon Rd / SR-210,WB,Alta Ski Entry / MP 11.86,ALT,SL,6676,"Little Cottonwood Canyon Rd / SR-210 WB @ Alta Ski Entry / MP 11.86, ALT",R2,11.86, 40.589350,-111.638975,10.201.16.74:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Alta Ski Entry / MP 11.86, ALT (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
213,100206,Little Cottonwood Canyon Rd / SR-210,WB,Milepost 11.93,ALT,SL,6677,"Little Cottonwood Canyon Rd / SR-210 WB @ Milepost 11.93, ALT",R2,11.93, 40.590029,-111.637843,10.201.16.86:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Milepost 11.93, ALT (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
214,100207,Little Cottonwood Canyon Rd / SR-210,WB,Milepost 12.32,ALT,SL,6678,"Little Cottonwood Canyon Rd / SR-210 WB @ Milepost 12.32, ALT",R2,12.32, 40.591960,-111.630948,10.201.16.110:502,"Little Cottonwood Canyon Rd / SR-210 WB @ Milepost 12.32, ALT (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
215,100208,Big Cottonwood Canyon Rd / SR-190,EB,Mine Shaft Rd / MP 2.04,CWH,SL,6679,"Big Cottonwood Canyon Rd / SR-190 EB @ Mine Shaft Rd / MP 2.04, CWH",R2,2.04, 40.618836,-111.785588,10.252.204.14:502,"Big Cottonwood Canyon Rd / SR-190 EB @ Mine Shaft Rd / MP 2.04, CWH (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
216,100209,Big Cottonwood Canyon Rd / SR-190,WB,Cardiff Fork / MP 10.84,NA,SL,6680,"Big Cottonwood Canyon Rd / SR-190 WB @ Cardiff Fork / MP 10.84, SL",R2,10.84, 40.649662,-111.648445,10.252.203.14:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Cardiff Fork / MP 10.84, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
217,100210,Big Cottonwood Canyon Rd / SR-190,WB,Solitude West / MP 14.17,NA,SL,6681,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude West / MP 14.17, SL",R2,14.17, 40.623981,-111.597294,10.252.202.142:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude West / MP 14.17, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
218,100211,Big Cottonwood Canyon Rd / SR-190,WB,Solitude East / MP 14.54,NA,SL,6682,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude East / MP 14.54, SL",R2,14.54, 40.621058,-111.591652,10.252.202.14:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Solitude East / MP 14.54, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
219,100212,Big Cottonwood Canyon Rd / SR-190,WB,Brighton / MP 16.54,NA,SL,6683,"Big Cottonwood Canyon Rd / SR-190 WB @ Brighton / MP 16.54, SL",R2,16.54, 40.599553,-111.582778,10.252.202.142:502,"Big Cottonwood Canyon Rd / SR-190 WB @ Brighton / MP 16.54, SL (Chain-Up)",Adam,Chain-Up,NA,FALSE,FALSE,9/1/2015,NA,NA,NA,NA,NA,FALSE,NA
